0 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 -1.4620 0.1444 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 1413.0000 377.0000 -1.7740 0.1853 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 1198.0000 1017.0000 -0.1770 0.1503 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 2696.0000 2379.0000 -1.2770 0.0965 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 2423.0000 1266.0000 -1.7120 0.2281 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 1492.0000 750.0000 -1.4960 0.2529 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 1484.0000 2733.0000 -1.6410 0.1269 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 2370.0000 634.0000 -1.8900 0.3175 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 2363.0000 106.0000 -1.4660 0.2205 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 1653.0000 2125.0000 -1.3070 0.1198 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 1754.0000 2189.0000 -1.9780 0.2241 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 2725.0000 2220.0000 -1.3820 0.0511 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 1050.0000 1595.0000 -1.1990 0.2851 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 177.0000 2957.0000 -1.3510 0.1467 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 1459.0000 1771.0000 -1.5730 0.0754 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 1263.0000 1251.0000 -1.2620 0.0174 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 2875.0000 2566.0000 -1.4820 0.1970 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 2596.0000 390.0000 -2.2340 0.1329 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 645.0000 1767.0000 -1.4600 0.1714 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 1708.0000 693.0000 -1.7930 0.2090 0.0000 0.0100 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2953.0000 2151.0000 1563.0000 1102.0000 1339.0000 1278.0000 1341.0000 1493.0000 411.0000 2228.0000 2297.0000 1642.0000 323.0000 1347.0000 1590.0000 1874.0000 1097.0000 566.0000 -1.5050 0.1861 0.0000 0.0100 0.9116 0.0000 1.5397 100.0000 48.2550 0.4958 1.1323 49.8831 
21 2953.0000 2491.0000 1563.0000 817.0000 2753.0000 1752.0000 2506.0000 2648.0000 2168.0000 1533.0000 1866.0000 111.0000 1717.0000 290.0000 1590.0000 755.0000 1097.0000 1272.0000 -1.0070 0.3137 0.0000 0.0100 0.9116 0.0000 1.4972 100.0000 48.1161 0.5729 1.4690 50.1580 
22 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 1665.0000 589.0000 -2.0160 0.1821 0.0000 0.1068 0.9279 0.0001 0.0104 100.0000 47.6477 0.3904 0.9957 49.0338 
