0 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 -1.3890 0.1479 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 1516.0000 1413.0000 1516.0000 1413.0000 1516.0000 1413.0000 1516.0000 1413.0000 -1.7680 0.1475 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1215.0000 2210.0000 1215.0000 2210.0000 1215.0000 2210.0000 1215.0000 2210.0000 -1.3330 0.2042 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 795.0000 574.0000 795.0000 574.0000 795.0000 574.0000 795.0000 574.0000 -1.4950 0.1848 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1105.0000 312.0000 1105.0000 312.0000 1105.0000 312.0000 1105.0000 312.0000 -1.5790 0.2080 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1373.0000 1835.0000 1373.0000 1835.0000 1373.0000 1835.0000 1373.0000 1835.0000 -1.5450 0.2057 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 981.0000 485.0000 981.0000 485.0000 981.0000 485.0000 981.0000 485.0000 -1.7760 0.2457 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1420.0000 1429.0000 1420.0000 1429.0000 1420.0000 1429.0000 1420.0000 1429.0000 -1.5180 0.0774 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 240.0000 416.0000 240.0000 416.0000 240.0000 416.0000 240.0000 416.0000 -2.3790 0.2204 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1263.0000 235.0000 1263.0000 235.0000 1263.0000 235.0000 1263.0000 235.0000 -1.4950 0.2186 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 621.0000 741.0000 621.0000 741.0000 621.0000 741.0000 621.0000 741.0000 -1.4580 0.1901 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 2607.0000 315.0000 2607.0000 315.0000 2607.0000 315.0000 2607.0000 315.0000 -1.5670 0.1267 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 264.0000 2608.0000 264.0000 2608.0000 264.0000 2608.0000 264.0000 2608.0000 -1.7300 0.1173 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 1875.0000 246.0000 1875.0000 246.0000 1875.0000 246.0000 1875.0000 246.0000 -1.9980 0.2075 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2789.0000 2812.0000 2789.0000 2812.0000 2789.0000 2812.0000 2789.0000 2812.0000 -2.1330 0.0913 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 2024.0000 2752.0000 2024.0000 2752.0000 2024.0000 2752.0000 2024.0000 2752.0000 -1.2640 0.1358 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 2710.0000 2979.0000 2710.0000 2979.0000 2710.0000 2979.0000 2710.0000 2979.0000 -2.2350 0.0435 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 1062.0000 262.0000 1062.0000 262.0000 1062.0000 262.0000 1062.0000 262.0000 -1.3780 0.1504 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 968.0000 444.0000 968.0000 444.0000 968.0000 444.0000 968.0000 444.0000 -1.6130 0.2151 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 2720.0000 1625.0000 2720.0000 1625.0000 2720.0000 1625.0000 2720.0000 1625.0000 -1.4980 0.1338 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2522.0000 1700.0000 2522.0000 1700.0000 2522.0000 1700.0000 2522.0000 1700.0000 -1.5780 0.2053 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
21 620.0000 1687.0000 620.0000 1687.0000 620.0000 1687.0000 620.0000 1687.0000 -1.6400 0.1979 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
22 1231.0000 879.0000 1231.0000 879.0000 1231.0000 879.0000 1231.0000 879.0000 -0.7860 0.0631 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
23 1868.0000 1274.0000 1868.0000 1274.0000 1868.0000 1274.0000 1868.0000 1274.0000 -1.7140 0.1109 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
24 2659.0000 2550.0000 2659.0000 2550.0000 2659.0000 2550.0000 2659.0000 2550.0000 -1.5120 0.1198 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
25 2248.0000 1517.0000 2248.0000 1517.0000 2248.0000 1517.0000 2248.0000 1517.0000 -1.6370 0.0273 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
26 434.0000 948.0000 434.0000 948.0000 434.0000 948.0000 434.0000 948.0000 -1.1420 0.2117 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
27 1553.0000 393.0000 1553.0000 393.0000 1553.0000 393.0000 1553.0000 393.0000 -1.5920 0.2318 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
28 545.0000 1599.0000 545.0000 1599.0000 545.0000 1599.0000 545.0000 1599.0000 -1.6240 0.0900 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
29 1373.0000 695.0000 1373.0000 695.0000 1373.0000 695.0000 1373.0000 695.0000 -1.3220 0.1040 0.0000 0.1771 1.0117 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
30 1776.0000 1563.0000 1701.0000 1555.0000 2111.0000 1573.0000 1554.0000 1644.0000 -1.4630 0.0293 0.0000 0.1771 1.0117 0.0003 0.1151 100.0000 13.1400 0.2668 0.6463 14.0531 
31 1765.0000 1495.0000 1881.0000 1508.0000 1243.0000 1480.0000 2110.0000 1369.0000 -1.9220 0.1019 0.0000 0.1682 0.9964 0.0001 0.0096 59.0000 8.4750 0.2644 0.7429 9.4822 
