0 3.0145 0.5269 0.1718 3.1374 0.6604 0.4668 2.0814 1.1513 2.8057 0.8049 3.0184 1.0716 1.9284 2.9350 -0.1328 0.0103 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.1843 2.9100 2.2538 0.2473 2.7808 1.8932 1.0450 0.6783 2.6848 1.8727 2.9530 2.4540 3.0236 1.8225 0.0625 0.0234 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.2242 1.9624 0.8860 3.0099 1.0504 2.4758 3.0036 2.0797 0.5326 2.6100 2.1303 0.6628 0.2494 1.7176 -0.0703 0.0494 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 0.1981 2.9137 1.6399 1.6735 1.3454 2.1105 2.8875 1.0347 1.2369 1.8720 1.0043 1.9117 1.7520 1.4184 0.9531 0.0757 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.1477 1.7067 0.3680 3.1309 1.1819 1.4132 1.3252 2.9272 2.9961 1.6573 1.3186 0.3937 2.8237 0.6213 -0.0391 0.0121 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1.7626 1.1619 1.0985 1.1865 0.6817 0.2125 1.7286 2.5208 2.0681 0.7129 2.2098 0.2584 1.3493 2.6187 0.5781 0.0054 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 2.4851 2.5935 -0.3516 0.0030 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1.9505 2.9674 0.1553 1.6208 2.0301 1.1359 0.6213 2.2050 1.4213 0.9182 0.2273 3.0416 1.1715 0.4592 -0.4297 0.0111 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.6821 0.2003 0.7181 1.5904 1.2632 2.3821 2.2843 1.5127 0.8574 0.8018 0.9099 0.2983 2.1250 0.5799 0.3594 0.0320 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.8052 2.0647 0.2727 1.6170 1.9361 0.2285 1.5804 0.1908 2.4307 0.1124 2.0223 3.0976 2.6743 0.8097 -0.0703 0.0311 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1.7259 0.5254 1.1411 2.7275 2.5872 0.1277 1.2554 2.0473 0.6337 2.5413 2.8164 1.7771 1.2013 2.6808 -0.2422 0.0004 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1.6598 0.6729 0.9449 0.5840 2.6510 1.6508 2.2190 2.5861 3.0618 0.6794 1.3340 2.7590 2.4167 1.2763 -0.4766 0.0280 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 2.0946 0.6931 0.5920 0.2539 1.2549 0.8177 1.6746 3.0488 0.5650 1.7963 2.7299 1.9201 1.7035 2.4353 -0.4688 0.0198 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 0.1664 2.9851 2.1880 2.5535 2.6100 0.3998 0.3026 0.6425 1.6353 2.9541 2.8657 1.3531 1.9931 2.3503 0.0781 0.0043 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1.1110 3.0519 2.9645 2.3111 2.8418 2.5358 2.0838 1.0774 0.9558 0.8254 0.2745 2.9161 1.0074 0.1726 -0.1016 0.0029 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 1.0614 0.4138 1.4540 1.1105 0.6337 1.5501 1.3618 1.1769 2.5736 1.0331 1.7462 2.7703 3.0171 1.2398 0.8281 0.0009 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 0.2232 2.9909 1.6638 0.7618 0.4899 0.8270 1.0444 0.5220 0.2491 3.1246 2.5949 0.4447 1.5622 2.5375 0.0078 0.0819 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 1.6344 0.3105 1.1331 1.2579 2.8816 1.8729 1.4960 2.0182 0.2479 2.1871 2.5576 2.1401 1.1976 0.9698 0.3906 0.0035 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 0.1309 0.3495 0.5701 1.4787 2.4672 0.7604 1.5367 2.0341 2.0146 0.1624 2.9000 1.8802 1.0224 0.8279 2.3750 0.0010 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2.1956 2.9371 1.1260 1.3108 1.7945 0.6321 1.3345 2.8909 1.7923 2.6033 0.8965 2.7422 2.4805 0.7857 -0.3125 0.0590 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
21 1.7120 2.1741 1.8424 1.9309 0.8302 1.7848 1.1784 2.5271 1.2336 3.0791 1.8657 0.7927 1.3645 0.4896 0.2266 0.0212 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
22 2.3398 0.2397 1.9400 1.0368 2.4635 0.4857 2.1696 2.2717 0.8091 0.4962 1.2331 2.0740 0.8936 0.1267 0.1562 0.0425 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
23 1.4426 2.5597 0.5800 2.9613 1.6458 0.5883 0.4043 1.2278 1.5490 0.6343 0.3558 1.6246 0.8726 1.4515 -0.3125 0.0037 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
24 1.4710 2.2210 1.8568 0.7944 0.6466 2.7117 0.2536 0.4746 0.3126 2.6132 1.7454 2.9097 2.0049 1.1202 0.0312 0.0292 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
25 1.4093 2.3276 0.8033 2.5425 1.3395 0.2282 1.1453 1.8042 0.5458 2.8539 2.9170 1.6553 2.8514 2.1985 -0.3281 0.0020 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
26 1.7365 0.5809 2.9981 2.8971 1.4747 1.2706 0.3240 1.9833 2.7002 1.2828 0.9783 1.9643 2.5131 0.6162 0.3594 0.0226 0.1617 0.9115 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
