0 3.0145 0.5269 0.7500 0.0051 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 0.1718 3.1374 -0.0391 0.0159 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 0.6604 0.4668 1.7188 0.0024 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.0814 1.1513 -0.3672 0.0419 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.8057 0.8049 1.7266 0.0173 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 3.0184 1.0716 0.0469 0.0245 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 1.9284 2.9350 -0.5703 0.0500 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.1843 2.9100 -0.4766 0.0552 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.2538 0.2473 0.7891 0.0030 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.7808 1.8932 -0.3672 0.0016 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1.0450 0.6783 0.4609 0.0113 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 2.6848 1.8727 -0.2109 0.0005 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 2.9530 2.4540 -1.1875 0.0296 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 3.0236 1.8225 -0.4844 0.0091 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2.2242 1.9624 0.2656 0.0037 0.2092 0.9992 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
